,sentiment,content
7686,1,vibeauty work mama sweetdreams
7687,0,hell follow friday get
7688,0,staying home unpacking crap
7689,0,tired idk do and much church nite gotta write sermon wash amp flat iron hair eat much
7690,0,mshady courgette
7691,1,sosolidk turtle shoe make awesome couple shoe could talk back turtle p lol
7692,0,esull great camp wish could there
7693,0,poorly can t sleep
7694,0,sh t getting even sad currently library j think last one tooooo
7695,0,living ignorance
7696,0,wow serious hard time sleeping decongestant keeping wide awake wanna sleep
7697,1,cschug do long think next weekend open going house warming party
7698,0,frank ups last day today sad see go best delivery guy ever hope new guy fucktard
7699,0,happy sammy going morrow unfortunatly gone able go club performing
7700,0,velf missed last night hon
7701,1,yaseminx haha xd lmfaoo p yasemin ist sehr sï¿½ï¿½ rawk what xd
7702,0,llda lo siento dint enough room
7703,1,yay only sunday maid came house clean again
7704,1,amber benson thanks message fan since forever actually met back glad stumbled upon twitter
7705,0,laurenbakarian miss
7706,1,msstacy well thanks thinking me ever get scratch one well right here
7707,1,vieriu blessed beyond measure
7708,0,stomach cramp sat bed hot water bottle hot milk amp toast feel like wi girl minus stomach cramp
7709,1,subclub wa took advice enjoyable small alone would ve come lol
7710,1,internet access board mean see bad weather flying http bit ly htw
7711,0,guess relaxing dinner movie tonight i looking forward day work
7712,0,justkaty guess missed beer good time
7713,1,travelrants that s cool happy contribute future article enjoy rest weekend
7714,1,shopping day headin central chidlom siam
7715,1,jenniferlai aww too today good like
7716,1,mileycyrus cool aww
7717,1,mileycyrus quot i wanna go prom one day quot i wish u go prom even though im guy but thatwouldmakeof myfriends happy
7718,1,sirlp may th may force etc got know star war really appreciate
7719,0,slept hr body aching
7720,0,myke yooo myyyyye bust sick tooo shoot me long night tonight
7721,0,blerg damn monday must always come decent weekend new glass hair color got carded gamestop awesome ego boost
7722,1,mileycyrus closed voting all u vote best movie hope win it y o daughter lovesss sing quot the climb quot
7723,1,laurenkel pancake lemon sugar thanks
7724,0,another long walk heat hate this
7725,0,ha give kristen plenty free hug sigh could
7726,1,baked cake amp watching movie
7727,0,tipthemilkman awww problem sorry tha loss
7728,0,thank incredible support encouragement it mean much constantly bless amp thankful you
7729,1,guten morgen good morning
7730,1,downtown fun tonight walk back car rediculous lol
7731,1,yaayy cannot wait today girl gotta get dressed early going early
7732,1,krissy tina adriii guy literally going sydney june july hols meet wanna try one lindt cafe
7733,0,tgif i wish saying applied me work saturday
7734,1,anyone still play n anymore super nintendo day best haha many flashback
7735,1,adonkim sound like nice relaxing afternoon mow lawn walk dog
7736,1,finnished double cheeseburger good ready watch spanish f
7737,1,score two day get food stamp good cause want safeway pizza
7738,0,want go sit park really painting bathroom
7739,1,edit cont and go waste one like stale sweet reminds cute song called stale cupcake lol
7740,0,the wockeez missin u guy day ill b tomorrow butttt see u june th blockkkkk
7741,1,darrendoyle oh lot put desk year guess done would ok back lol
7742,0,robpattznews die gosh die til movie award
7743,1,soo wanna eat mcdonalds fry
7744,1,despite rain fantastic day
7745,1,zindaret http www thinkgeek com book nonfiction b lt get one maybe next time
7746,0,rosegraymusic tuned listen meeting know high school college french cut anymore
7747,1,went metro diner first time awesome
7748,1,hey guy went jenny s house today much fun everyone else u guy doo
7749,0,man daddy left work never see lot miss daddy
7750,1,listening mcr watching dvd s chocolate hehe awesome
7751,1,first up make lost time jelly jalan jalan u rollerblading pumpkin happeh
7752,0,nickiminaj nicklaus iï¿½m mad missed va last night gonna snatch make wifey minee
7753,0,rain drop keep falling head
7754,0,trillian account local comic store ran k one time
7755,1,getting ready first quot real quot day work five month word encouragement welcome
7756,0,evening town jeremy sad carrie can t come
7757,0,hollytheboss lol sorry bout today did u get them amp else r u guyz doinq cuz c im eligable howeva itz spelled lol
7758,1,gave homeless lady named ruby ice cream sandwich cigarette gd deed day p
7759,1,starangel darkheath lover everyone s going think gold digger hahahaha
7760,0,mr reilly
7761,0,kellykfog totally unsurprised dave coming back annalisa wrong it opposite big warm mellow dave
7762,1,sneadles great picture ton money day
7763,1,shoot ron torey lot fun
7764,1,man i m loss word look like i ma get unexpected graduation gift in good way
7765,1,mcflyyerr yes came amsterdam th april best night everr you
7766,0,usually im gone celebs come unfair
7767,1,arielsatriani do haha wash foot go bed momma boy
7768,0,turn get go see decemberists
7769,1,congratulation mr jay el mr maricar chu wish best world
7770,0,home whitney s sleep church bit dangggg i m tired worth
7771,0,reallifekaz cant come toniiiite arggh want tho fun us well def see u morrow nite tho
7772,0,twpp one told me
7773,0,sophiatam haha yea working chillin eastbay unlike u get summer break boo
7774,0,miss billiesyadrie sorry able call u already sleep love you have great trip tomorrow send them
7775,0,ughh filling tooth ear starting ache life
7776,0,omg today felt like last day school horrible
7777,1,woah love new twitter app many new thing do got finished watching jonlakers video good
7778,1,going shopping mammyy makeup face generally quite nice today
7779,0,terrencej yooo rainin dumb hard out
7780,1,jaybusy lol
7781,1,aussieboby like masterchef
7782,0,well effed iphone nice knowing
7783,0,stevechaiguy steve chai sound awesome wish one now stuck with idon tknowwhatdamnbrandcoffeethisis
7784,1,timz twitz lol hiiii yourself maybe lay patron bottle water
7785,1,serenechai that s cool think del s going korea time you fun
7786,1,baldy za thanks man can t wait
7787,0,thestorystarts nothing aimed you joining in sorry
7788,0,arghh found ianknaan going rock bell can t go
7789,1,monday morning lot go out waiting mate add style table im set
7790,0,got work today three day left heart breaking
7791,0,miss hubby already
7792,1,even though already monday thanks followfriday complement know are
7793,1,tiffanyq swimming tanning heaven blasted music tanning world
7794,0,dutchraymond yeah realize bad till
7795,1,friday wooo nothing do nugget better pull tonight
7796,0,bellagm yes suck miss
7797,0,got people let skip sci pratical becos skola impt dont waste parent money nt fair
7798,0,feel like watching disney movie too bad dont vcr anymore
7799,1,hopped bed put swwwaaaaggg oooonnnn got back bed raining
7800,0,hitekfame bad always running
7801,0,want cry
7802,1,eastcoaster funkydung doh inside job lolzor
7803,1,touched changi hr kill heading penang must fly singapore air often
7804,1,joshcough also dense treatment cps continuation based interpreter design sicp good
7805,1,feeling great
7806,0,time chat sorry girl miss y all new lawnmower yeah today s highlight tomorrow is
7807,1,dad totally rocked offspring pretty fly white guy haha
7808,1,waynedastar oh wow thanks wayne
7809,0,head killing me keep sneezing think boyfriend fell asleep greaaat
7810,1,good morning everyone nice day iloveitwhen sun shining going write stuff
7811,1,charley bum lol minute slow sec fun tearing old poster putting new one
7812,1,waiting plane airport exited bout going tasmania see ya get back
7813,0,gedhead stephenfry fiftythousand follower hugh laurie s needle haystack now
7814,0,profitable day looking forward sunday gonna great day sad too th grader last day
7815,1,cba exam left
7816,0,thomasfiss hahaha ur gonna tweet awoke night haha man concert suck cali s da place
7817,1,everbrandy nice capture
7818,0,meikah hala know one shame me
7819,1,achurches yes bag goody lol
7820,1,good morning monday feel though came visit early happy see none less
7821,1,steve berra happy birthday
7822,1,can t wait november jobros concert examination
7823,1,stress recital gone went well star trek new favorite movie wish space
7824,0,work very soon way soon
7825,1,simonrim cheese counter go thanks
7826,0,hollie steel bgt absolutely excruciating watch poor girl
7827,0,ticked cause can t go see quot drag hell quot melissa amber staying home friday night thing
7828,1,aussiecynic lol yourock
7829,1,cholle lucky you get capoeira
7830,0,oh god cried much watch guy bgt http bit ly txz
7831,1,lovely one waking
7832,1,plsdontgogurl that s one wish video compilation jordanknight s thrusting
7833,1,tweet later wonderful day
7834,1,linehara youuuu re aaass aaass loooool
7835,1,euginis fun last night see you
7836,0,omnomnom came online unread email well backlog yesterday http tinyurl com lxjdjc
7837,1,gotta love nasty weatherrrrr kileyymariee jealous ur knotts
7838,1,hollywoodtv alison great around miley love meet her see tell give shoutout brad fan
7839,0,really sick
7840,1,smile follow please lol
7841,0,wanna sunshineeeeeee
7842,0,last day exeter last session gym last breakfast last meeting coming
7843,1,gonna head shower now going friend s birthday party
7844,1,jaimedr thanks recommendation
7845,1,danslevin welcome thanks inviting u talk hoursnz like becoming parent one really prepare
7846,1,finally got set key store celebrate
7847,0,suai awww sorry long u left
7848,0,keeganfrank want here
7849,1,maxizpad hahaha guess reinforce skate haha remember u r friend semi god gluten intolence
7850,1,gnat make queef
7851,1,good morning ate pizza breakfast
7852,0,need restful weekend work instead
7853,0,izzndsophtv want experience snow snow suck
7854,1,zipvojames well minus related greg lol just kidding
7855,1,minicooperr yeahh ryland amazing xd get hug booo suarez seemed bit tbh but think woken
7856,0,podagraph wait min u pretty much home til u jump pond wk go could find cheap flt thought haha
7857,1,rubyrose must love sydney dont leave u sydney kid xx
7858,0,it aitana k what way
7859,1,apparently today happy star war day suppose say may th you
7860,1,lee bandoni ok see da climbing
7861,0,pink wow now your really kickin carey s butt competition see soon
7862,0,jovialhoney guy adopt me yall always fun stuff y all take trip miami go arkansas
7863,1,hey everybody hah day cool got back walk dog klaudialorincz omgosh send link please
7864,0,eye hurt
7865,0,heylushh haha tooooo miss havnt seen age
7866,1,enjoyed new star trek movie last night want see again ready work sunday blah
7867,0,cherryadestains blatently fault shoving bag said felt much tricked me xx
